shareCode,value(100 million)
603638,135.1
603639,87.76
603648,32.54
603650,205.01
603655,22.61
603656,18.6
603657,20.71
603658,395.38
603659,786.97
603660,29.75
603661,44.74
603662,45.56
603663,42.65
603665,60.13
603666,78.81
603667,50.29
603668,73.79
603669,44.64
603676,69.8
603677,22.27
603678,204.13
603679,17.12
603680,69.67
603681,44.25
603682,26.89
603683,19.74
603685,17.27
603686,38.66
603687,43.63
603688,446.25
603689,36.64
603690,137.1
603693,110.36
603696,21.76
603697,33.48
603698,69.3
603699,73.03
603700,28.88
603701,52.74
603703,49.75
603706,27.46
603707,292.21
603708,65.95
603709,13.74
603711,49.29
603712,268.58
603713,186.22
603716,23.91
603717,21.59
603718,68.71
603719,127.52
603721,18.93
603722,41.64
603725,15.81
603726,26.68
603727,34.46
603728,128.5
603729,13.3
603730,164.71
603733,196.54
603737,435.91
603738,66.49
603739,36.78
603755,38.02
603757,36.24
603758,38.83
603759,42.99
603766,120.54
603767,24.78
603768,36.86
603773,26.44
603776,33.25
603777,65.49
603778,28.99
603779,20.56
603786,276.97
603787,42.98
603788,25.18
603789,28.31
603790,19.79
603797,33.29
603798,22.18
603799,1089.14
603800,65.52
603801,84.04
603803,29.87
603806,858.98
603808,33.11
603809,48.9
603810,26.99
603811,38.32
603813,16.21
603815,54.03
603816,312.32
603817,34.41
603818,39.94
603819,31.72
603822,33.96
603823,50.04
603825,43.32
603826,241.11
603828,21.67
603829,18.26
603833,655.69
603836,32.78
603838,18.85
603839,26.93
603843,32.74
603848,57.06
603855,79.06
603856,30.24
603858,229.17
603859,49.79
603860,14.76
603861,35.71
603863,25.01
603866,168.24
603867,55.13
603868,330.18
603869,47.98
603871,100.66
603876,239.34
603877,82.33
603878,46.65
603879,22.57
603880,18.78
603881,83.19
603882,350.82
603883,231.74
603885,321.03
603886,43.78
603887,34.44
603888,84.13
603889,36.69
603890,46.06
603893,319.71
603895,25.37
603896,75.84
603897,47.17
603898,38.44
603899,438.9
603900,22.27
603901,71.07
603903,24.69
603906,163.53
603908,42.88
603909,24.94
603912,33.2
603915,135.95
603916,72.17
603917,45.5
603918,29.2
603919,115.15
603920,87.17
603922,35.06
603926,22.91
603927,174.87
603928,23.28
603929,34.27
603931,57.37
603933,21.81
603936,63.06
603937,29.54
603938,123.81
603939,514.94
603948,38.81
603949,34.14
603950,32.55
603955,26.95
603956,43.27
603958,14.45
603959,64.47
603960,53.73
603963,33.83
603966,37.9
603967,34.42
603968,44.09
603969,46.93
603970,61.32
603976,34.91
603977,53.68
603978,36.94
603979,147.67
603980,33.6
603982,48.38
603983,149.46
603985,115.86
603986,623.2
603987,68.09
603988,24.18
603989,98.52
603990,46.05
603991,27.73
603992,57.46
603993,1034.6
603995,100.23
603997,154.79
603998,37.81
603999,29.66
605001,40.66
605003,20.76
605005,68.22
605006,53.22
605007,70.48
605008,107.79
605009,70.4
605011,60.54
605016,42.98
605018,55.02
605020,110.52
605028,27.71
605033,26.4
605050,61.99
605055,27.28
605056,53.64
605058,29.16
605060,64.13
605066,32.24
605068,44.65
605069,20.56
605077,69.09
605080,46.81
605081,18.98
605086,27.24
605088,33.77
605089,57.44
605090,143.57
605098,35.06
605099,102.69
605100,22.06
605108,78
605111,189.79
605116,117.39
605117,850.91
605118,55.8
605122,28.04
605123,178.71
605128,45.84
605133,46.87
605136,49.39
605138,61.39
605151,29.16
605155,18.68
605158,35.85
605162,36.32
605166,40.64
605167,35.97
605168,81.83
605169,32.76
605177,25.65
605178,19.91
605179,42.59
605180,20.41
605183,76.85
605186,53.65
605188,44.5
605189,24.19
605196,39.84
605198,66.85
605199,73.02
605208,40.89
605218,32.48
605222,111.33
605228,34.77
605255,22.97
605258,19.88
605259,27.51
605266,76.36
605268,42.17
605277,33.68
605286,82.81
605287,25.25
605288,25.91
605289,29.03
605296,144.39
605298,19.39
605299,46.91
605300,55.92
605303,21.3
605305,58.82
605318,20.07
605319,27.74
605333,107.18
605336,30.1
605337,56.49
605338,67.33
605339,86.73
605358,305.66
605365,86.2
605366,77.32
605368,64.93
605369,122.04
605376,135.3
605377,70.06
605378,30.27
605388,59.73
605389,33.96
605398,25.29
605399,88.24
605488,24.41
605499,690.14
605500,33.3
605507,174.8
605555,59.13
605566,33.11
605567,29.86
605577,43.2
605580,24.5
605588,22.38
605589,150.46
605598,47.78
605599,74.04
688001,131.21
688002,191.39
688003,64.87
688004,13.22
688005,376.44
688006,198.64
688007,110.45
688008,730.98
688009,487.13
688010,34.33
688011,24.51
688012,658.52
688013,18.32
688015,38.17
688016,147.56
688017,184.87
688018,72.11
688019,151.14
688020,33.86
688021,18.73
688022,60.07
688023,154.04
688025,44.93
688026,40.72
688027,89.85
688028,39.82
688029,174.96
688030,39.88
688032,570.08
688033,125.75
688036,590.74
688037,189.96
688038,15.91
688039,35.24
688045,40.86
688046,135.3
688047,330.99
688048,142.58
688049,38.58
688050,244.49
688051,19.81
688052,345.95
688053,72.3
688055,151
688056,30.26
688057,42.34
688058,25.12
688059,61.18
688060,29.64
688062,63.78
688063,486.69
688065,407.54
688066,158.67
688067,14.35
688068,61.69
688069,23.63
688070,42.67
688071,48.56
688072,291.53
688075,96.9
688076,52.12
688077,42.86
688078,29.2
688079,40.17
688080,21.29
688081,14.16
688082,389.55
688083,173.35
688085,66.4
688086,12.81
688087,54.47
688088,105.8
688089,47.93
688090,18.42
688091,110.49
688092,15.73
688093,50.48
688095,47.62
688096,14.26
688097,130.78
688098,37.74
688099,263.6
688100,117.6
688101,48.65
688102,59.72
688103,74.43
688105,272.49
688106,104.22
688107,260.47
688108,28.5
688109,18.38
688110,137.5
688111,1177.36
688112,104.71
688113,29.82
688115,30.3
688116,238.45
688117,21.17
688118,19.6
688119,74.03
688120,260.6
688121,38.81
688122,473.56
688123,131.61
688125,43.23
688126,554.53
688127,69.93
688128,76.81
688129,16.43
688131,133.36
688133,128.1
688135,46.54
688136,50.35
688138,54.16
688139,233.06
688148,88.32
688150,83.47
688151,71.76
688153,167.53
688155,49.58
688156,26.37
688157,79.52
688158,61.62
688159,16.24
688160,27.6
688161,228.08
688162,64.29
688163,26.25
688165,43.46
688166,91.76
688167,98.34
688168,28.06
688169,246.94
688170,44.46
688171,18.56
688173,112.76
688175,30.6
688176,69.6
688177,97.18
688178,16.06
688179,54.25
688180,639.01
688181,38.2
688182,53.28
688183,86.09
688185,571.63
688186,65.49
688187,834.16
688188,343.1
688189,31.56
688190,112.36
688191,22.38
688192,146.48
688193,20.87
688195,34.52
688196,79.85
688197,40.62
688198,199.17
688199,37.59
688200,224.71
688201,78.11
688202,236.42
688206,146.93
688207,50.81
688208,180.38
688209,89.08
688210,28.76
688211,50.93
688212,84.6
688213,168.44
688215,12.8
688216,27.4
688217,24.21
688218,21.58
688219,43.17
688220,292.23
688221,63.23
688222,68.76
688223,1706
688225,76.96
688226,41.22
688227,23.63
688228,23.28
688229,17.36
688230,52.58
688232,184.8
688233,74.35
688234,436.93
688235,1875.75
688236,90.31
688237,53.1
688238,116.69
688239,115.83
688246,46.05
688248,338.48
688251,20.24
688255,24.82
688256,266.1
688257,32.03
688258,42.43
688259,61.15
688260,18.67
688261,170.13
688262,120.34
688265,40.38
688266,108.31
688267,66.99
688268,99.53
688269,121.42
688270,133.35
688272,17.34
688276,298.73
688277,58.65
688278,173.83
688279,71.57
688280,53.36
688281,271.12
688282,43.04
688283,56.46
688285,31.34
688286,24.1
688287,39.8
688288,18.76
688289,154.65
688290,69.38
688295,417.15
688296,25.05
688297,334.33
688298,167.63
688299,47.05
688300,59.19
688301,327.22
688302,52.29
688303,1151.63
688305,97.2
688306,68.05
688308,71.8
688309,14.48
688310,18.01
688311,92.74
688312,24.93
688313,50.65
688314,30.91
688315,115.82
688316,15.9
688317,73.13
688318,88.19
688319,69.99
688320,91.54
688321,100.91
688322,112.6
688323,41.98
688325,39.82
688326,182.02
688327,138.73
688328,17.63
688329,35.94
688330,69.05
688331,410.86
688332,62.9
688333,175.2
688335,22.96
688336,92.15
688337,118.51
688338,30.29
688339,87.02
688345,53.37
688348,468.01
688349,410.49
688350,23.29
688353,74.36
688355,36.85
688356,105.21
688357,68.05
688358,44.33
688359,83.51
688360,22.78
688363,518.13
688365,35.93
688366,141.86
688367,15.11
688368,87.54
688369,56.06
688377,71
688378,44.9
688379,15.58
688383,140.75
688385,680.19
688386,36.74
688388,164.38
688389,91.96
688390,399.78
688393,21.87
688395,17.51
688396,693.05
688398,25.74
688399,62.27
688400,132.42
688408,148.09
688418,21.96
688425,212.81
688456,31.31
688466,16.91
688468,49.36
688488,51.2
688499,150.48
688500,15.85
688501,29.18
688505,100.84
688508,74.59
688509,34.73
688510,45.55
688511,25.2
688513,73.64
688516,335.13
688517,17.37
688518,106.94
688519,53.62
688520,349.59
688521,253.55
688526,118.32
688528,17.71
688529,32.22
688533,96.5
688536,322.12
688538,373.63
688550,48.87
688551,38.5
688553,84.97
688555,10.07
688556,179.74
688557,25.1
688558,46.87
688559,144.11
688560,88.44
688561,447.11
688565,17.46
688566,42.66
688567,285.01
688568,168.81
688569,41.67
688571,23.65
688575,119.47
688577,25.96
688578,104.49
688579,37
688580,40.76
688585,37.22
688586,98.47
688588,44.08
688589,35.85
688590,26.67
688595,58.06
688596,106.96
688597,31.18
688598,229.16
688599,1463.12
688600,36.83
688601,59.43
688606,62.85
688607,19.37
688608,149.4
688609,39.5
688611,29.85
688613,35.6
688616,17.27
688617,204.13
688618,38.05
688619,23.04
688621,84.58
688622,28.7
688625,63.97
688626,57.62
688628,37.42
688630,80.75
688633,36.79
688636,66.22
688639,161.62
688655,16.95
688656,23.52
688658,99.54
688659,29.6
688660,87.07
688661,52.72
688662,28.4
688663,72.91
688665,62.22
688667,49.63
688668,56.16
688669,21.1
688670,44.09
688676,151.12
688677,105.99
688678,43.56
688679,16
688680,131.49
688681,15.45
688682,47.13
688683,35.94
688685,23.51
688686,167.08
688687,38.63
688689,32.27
688690,260.45
688696,129.93
688697,72.29
688698,39.74
688699,60.06
688700,220.81
688701,13.55
688707,234.76
688711,87.62
688718,43.09
688722,41.99
688728,427.31
688733,89.1
688737,29.08
688739,141.43
688766,66.02
688767,56.38
688768,56.9
688772,232.79
688776,163.73
688777,445.6
688778,263.97
688779,308.67
688786,39.58
688787,25.29
688788,46.33
688789,136.12
688793,28.31
688798,162.22
688799,33.86
688800,128.43
688819,396.33
688981,3283.12
689009,233.46
